test		V V N Q I Q W N T M L L D I N E Y K A E N L I D E S L I
test		L D A S A H T F L K
test		L G I A F T T C L V N G A A A S F K
test		A N I A H Y N C K P L D F P G F G G S G Q F S R L G A F V R Y S
test		T Q L G F V A A G G G V A I I G G A F
test		L D F G C S H P F I R I G I L G S S M S G L C I R A G S P L N A S A V R A
test		G V N Q C L C R R W I K Y G S C K A I T G G T C N M E S S N S M Y Q R L R
test		A L N A T L L G K Y E L E I A N H V A A I N T T L D L
test		T L G D C C T A F K K W K P F G N Q A I Q N A I Q E I R N K F T V I D V F N E I S L T T L T T K L K E E A Y E
test		T P T T C E T C G N C T G F I T P C K G C G E I K K L A Y T R R V V C K
test		Q I N E A K F V N E Q I D L N E S L T T L N E V A K L E E V A K Q K L Q Q W L V E K L W A K V C
test		G L V G A C S T F A F G E H N A N G A V F F G Y V S G C T W
test		A S Y N C K W P T P V L G F Q F G G G A L V T V N G A F N N F L G A F N K F C K P R G S C R S C V S G G R G G S I G H S G G S C N G R G R C G S C G A D R R L C R
test		G I S A I N A N V V N I I Q K E E I D L I E L N E L A K E E E A R R Y E L H D R R Q M H Y R G G G G G D G G D F N G K G I D F L S L F R L I L S F R V L G D G L E F M G T G S G T Y L G E A E F D E L K Q R R K Y R R S C L G T L D C R R E R D
test		D L D L K E I R R E A L E N V A K N V A F D E A D R R R Q R Q R G S G E A W
test		M Y F S W L G C G N S E I S A F R D L R V A V A A H C I N R I
test		T T I T A L M G L A A Q A K Y R
test		S P G I N T T F L
test		I P S G I N K T V V N I Q K I Q T L T
test		F K G I R A Q V I L Q G G F S G I G I S A F G I G S L
test		R L G R A Y T C
test		D L N E S A I N T L V M K E L Q E V K E N L N T L I K E L
test		G Y N Q Y K F N H T L L D L D L G E S S L D Y F E E L Y Q S Q R L T W
test		F G I A C L G I G A I S I A
test		P V S S F G F K Q F I R D L V E I G S A L L T G L G I S V L L G G A K S T Q I G A A
test		G I S G G V V C V G F V A S S F C H H F R F R R L R C R R G G G G R S G E
test		N A S F P C R T L V S G G I P G I R T T P V L F L
test		G K Q V D T Q F D K F
test		G Y T S I F P T L A A I S G V V N V V
test		F Q N Q I N T T C R M L P D L N A S G I N A S V V N I Q Q A A K A K A E A R K K Q A T L E R E A
test		L D L E E S M K Y K A L N T V V N N V V A N L N K L
test		S L T P M R L P R G G S F K V F D F K I A
test		I Q E E Q A K K N T T T L D F N E S L S L Q E L E E L E E L K E L
test		D I E E A E V A K N L N E I D L L Q E L G E I L L R E L M R M T
test		G D L A K G W N F R G I Y Q D A T T Y L G N D G Q A G A V K F D E A C K D Y K C K
test		P R E L K H E E R K A K Y F K N H E E P E D F F I S S L G F I I I S S P A D G G I V S V A G I I Q C
test		N S V V I N Q R I R R L N E A K L A E N L D S L I D L L E E L E K E L
test		A I T G A C S S S A C N P T F R R R P R C R P R G Y R G G S C G H G S G V T G I D Y N F R G T G T E R A R G R R G R K L D G P I S G A I Q G A T G S P S G F R C R P S V T R C
test		I S P G A F V A Q L F V F K G I I G S L A F G I A H A A G L
test		D L N E I A K N V V I N E Q E A A K E I H H H K E E R A K F
test		F K G P C T G I S V L G G H A I T C
test		L S P V A S I N K T E E A K E L I Q E L L K E V V E K L H E W G F G A T Q F K S S N M T K I D A T K F C G G C N N E C G G T D S F R L R T R L R K
test		D Y L Q E A S V A K N T E I D L I D E Y I R E I R A
test		D L T S Y L E A A V V N A N A A L K K L I N Q Y L R R R I L
test		I S T V N A F P Y W
test		A S P V A C N C V W Q D F R K F L I K
test		K F K N T T T V D L D D V D D V N Y Q S S G I G D I S G I N A S A V A N A Q S L N Q A I Q N A L N Q A L N K Q L A K Q I D R L N K Q V A K
test		I Q A S F N F T T L G K A V G V N N I S L D L
test		N Q A I T N Q I D L K E I R R L E E V A E R Y F N E H E F F Q D E M M G G Y L G G G F F W D L K P V G G G S L D A F R E E Y Q K
test		K K E E F E N K F T K T T P D D L G F F S G I S H V G V N A H L S L D M I D A F L S N A A R A R
test		I Q A K S F M
test		L I E Q E K V N A L N N T T L N A P S N L Q I D V L G W I I S A I S L
test		D L D L G H H L L D S Y F T E M R V K K G Q S F D L K K A N T S P G D L G F Q S Q V G D Q N N T N P G A D D S G D N D D G C D A C Y A N R F V
test		V S G I N T T A L M D L N S V V I N I Q E E V M K N L D L Q K L E Q E V K E A I D L I D R L L
test		I P A E L T E V A K E L L D R L R E I L L H E L R A H E E L L D L H E L K H R D L R M R N L M I E M K
test		S T V P K S S F N E T T L T L G E F G I S
test		K E E Q K K F E D F K K H F S N A D P D D M G G D I G D V G D D I R G D L G D V V N A H T S P P K K F
test		L Y K G T I N T A V A V F D R
test		G L I G C C V T A E Y I R G D C R R T N G P Y G R E F G G T C E G R R R
test		I S A N T A I N K E I I Q L Q E L E A K I K E V V N D L S L D R L E E L S E E A R L
test		I A E S L N K V V I N E L A E L K E K E A G K E L I D R E R S I I L E K
test		D L E D Y F K H H V L K N T T T T L D L G D Y E L Q E L S R L S V E L L T E
test		I S G I N Q V A K I Q I Q K E E R R L
test		P F G F G G Y S A G K V V R V
test		S P L I N T T T L I D L T T L E A V R K A A V V K
test		I D L L D K F K E A K E E E K A K K K N T P R E D V L G G I N H E I S A K F N E S L I D L G E F G K I L E K Q V I D R L R
test		D R L G K Q A L N A S V V Q I N K E I I D H L E K E E A K E N E A E R R L A H H R F R E T R R R E L K
test		A K T Y E F M K K K Y Q S A Q T A T V G Q
test		G I S L N T T T V V A T I Q E M L
test		F G N P S C P R W G F I G G G C S H G I C I L T L R L G K M T A L G K A Q C Y W R R R F L I C G A
test		D T L D M L G L E A I R N V M R L N T L L E K Y E V V K Q Q I D E L I D L I
test		I G I S A C K K N L Q D L V D Y N F H E V A K L N E S L I D L Q E L G K
test		A I S P S G I A K
test		L N T S F K L E E L M E V V K V I Q V H L T T L F G G K S L I Y E S S A I I R
test		Y Y D E I K
test		S G S P G F G C V G A I I N R Q G A G
test		S T G I C K S R Y E
test		S T N T C G R C S D R R I K F G T C N E G I S S L N D V D V Q D L G D S L S P D V L D A V A N E T L A D A R K A R A K N H K D H K A D N M N T R R S F G D K F D Y L K H K E N Y E Y I D Q R E L D Y Y E Q D Y Y R F R R R G K Y G C S R N W A
test		R I T G E A R V V V V C K I S G T Y T T T R Q R L I Y E E D L I H E L E A K A E
test		V F A D T C A S K K K S A L K N Y E R L D L Q E L E E A V L Q E L S L H H E L L E E L K E L K Q E L E Y Y
test		L T S Q T F N K L T N T S P V D L Q I Q I V T T L V R L R E A E V A K Q K
test		L S G I N T T T L V
test		N A S T S F
test		A L T Q I N T T L L D L Q E M L
test		P Q I S L K E L T T L L T Y K E V A E S L I N R L V K E V T V F
test		S P G I C R R S A P F R P V F G G G S G F S D P D W V L D G V G G D H G N C F S E S C R C E
test		G S A F G C P C Y S G K L G A G L V P P V V C R K
test		I Q A E N T A F L L Q E S L S G I Q Q V V L
test		D V K G I N Q A S V I D K N E E I D R I D L L E E L L E I G Y E M E M Y E E Q M L H K G R W C I K C G R K G G R G F E
test		V D L N F E S L
test		K S A T F N T A R R L
test		V D V I N N Q I S G I N K V I D R
test		K G E D F R F D G S L D D L I N A T V A L N T V V N A L N T M L A K V A N L V K A R A
test		C R Y L C G L C G I S R G C T E R F I R R V A C M K L I G C R
test		T P L P A T T T G C V Y D Y T T E
test		V N A N I S R L Q E Q I K E R L E K L K E S L T E T V E V E N A E L L K K
test		N L Y T C Y T T N T T T E L F G K Q N A F R K Y Y T I S G G D G S R Q D A V T N T S G D E Y Q E R D L I N E A K A A A A R L L R K E K
test		V D L G I N Q I N A A V A L N Q E Y L Y D S L H I K E I R R R E A A K A
test		Y N T Q I Y N Q I Q K E I D L N E L S A K E V K E L E E L D E L L
test		I A E E L N T V L L K E H K M L E V L H H E F R L G R S F S F G C N G
test		P G I Q A C W F G G I R V G F G T Q S C F R R G R G S C S C G R R R I R C
test		G V T A C L K G T F T E K A F R R G Y G S R G D V L D N A R F Y Q F G G G Q P A G G S F K
test		D K G I R R L G I N A A S S L G S P N
test		L G I G I L A W W L V N A C K
test		A L P S F N G K F N I W
test		D G I N T T L S L D T L Q E M K Y E E M I R R R A N N R H G Y T K D Y L Y
test		G I S Q S I N H A V N A L S L N E L D L T A L D Y S L I K Q V V K C D
test		T S A L D K K F V Q Q A A A L K E A K A N K A K A N E T S A M E I
